"UNCode","CountryName","Code","ISO3Code","UNICEFCode","MDGRegion1","MDGRegion1excl","MDGRegion2","MDGRegion3","MDGRegion4","MDGRegion5","UNICEFRegion1","UNICEFRegion2","UNICEFRegion3","UNICEFRegion4","UNICEFRegion5","UNICEFRegion6","WHORegion1","WBRegion1","WBRegion2","WBRegion3","WBRegion4","UNPDRegion1","UNPDRegion2","UNPDRegion3","UNPDRegion4","UNPDRegion5","OICRegion1","OICRegion2","OICRegion3","OICRegion4","Countdown.and.COIA.75.Priority.Countries","ECAAfrica","AURegion1","AURegion2","FragileCountries2013","FragileCountries2014","FragileCountries2015","USAIDcountry","M49Region1","M49Region2","M49Region3","UNICEFCountry","pop01950","pop01951","pop01952","pop01953","pop01954","pop01955","pop01956","pop01957","pop01958","pop01959","pop01960","pop01961","pop01962","pop01963","pop01964","pop01965","pop01966","pop01967","pop01968","pop01969","pop01970","pop01971","pop01972","pop01973","pop01974","pop01975","pop01976","pop01977","pop01978","pop01979","pop01980","pop01981","pop01982","pop01983","pop01984","pop01985","pop01986","pop01987","pop01988","pop01989","pop01990","pop01991","pop01992","pop01993","pop01994","pop01995","pop01996","pop01997","pop01998","pop01999","pop02000","pop02001","pop02002","pop02003","pop02004","pop02005","pop02006","pop02007","pop02008","pop02009","pop02010","pop02011","pop02012","pop02013","pop02014","pop02015","pop02016","pop02017","pop02018","pop02019","pop02020","pop02021","pop02022","pop02023","pop02024","pop02025","pop02026","pop02027","pop02028","pop02029","pop02030","pop02031","pop02032","pop02033","pop02034","pop02035","pop02036","pop02037","pop02038","pop02039","pop02040","pop02041","pop02042","pop02043","pop02044","pop02045","pop02046","pop02047","pop02048","pop02049","pop02050","pop1to41950","pop1to41951","pop1to41952","pop1to41953","pop1to41954","pop1to41955","pop1to41956","pop1to41957","pop1to41958","pop1to41959","pop1to41960","pop1to41961","pop1to41962","pop1to41963","pop1to41964","pop1to41965","pop1to41966","pop1to41967","pop1to41968","pop1to41969","pop1to41970","pop1to41971","pop1to41972","pop1to41973","pop1to41974","pop1to41975","pop1to41976","pop1to41977","pop1to41978","pop1to41979","pop1to41980","pop1to41981","pop1to41982","pop1to41983","pop1to41984","pop1to41985","pop1to41986","pop1to41987","pop1to41988","pop1to41989","pop1to41990","pop1to41991","pop1to41992","pop1to41993","pop1to41994","pop1to41995","pop1to41996","pop1to41997","pop1to41998","pop1to41999","pop1to42000","pop1to42001","pop1to42002","pop1to42003","pop1to42004","pop1to42005","pop1to42006","pop1to42007","pop1to42008","pop1to42009","pop1to42010","pop1to42011","pop1to42012","pop1to42013","pop1to42014","pop1to42015","pop1to42016","pop1to42017","pop1to42018","pop1to42019","pop1to42020","pop1to42021","pop1to42022","pop1to42023","pop1to42024","pop1to42025","pop1to42026","pop1to42027","pop1to42028","pop1to42029","pop1to42030","pop1to42031","pop1to42032","pop1to42033","pop1to42034","pop1to42035","pop1to42036","pop1to42037","pop1to42038","pop1to42039","pop1to42040","pop1to42041","pop1to42042","pop1to42043","pop1to42044","pop1to42045","pop1to42046","pop1to42047","pop1to42048","pop1to42049","pop1to42050"
184,"Cook Islands",75,"COK","COK","Oceania","Oceania","Developing regions","","","","East Asia and Pacific","East Asia and Pacific","Asia","Developing countries","","","Western Pacific","","","","","Oceania","","Less developed regions","Excluding least developed countries","Excluding China","","","","","","","","","Non-fragile","Non-fragile","Non-fragile","","Oceania","Polynesia","",1,260,268,274,282,296,315,340,367,393,413,424,424,414,399,387,385,388,399,412,416,407,391,363,327,293,264,244,228,219,215,217,218,225,235,245,254,258,258,259,258,257,250,243,236,229,221,214,209,204,199,195,187,179,172,168,165,167,171,176,179,182,182,180,176,173,170,169,169,171,171,169,169,166,164,160,157,154,149,147,143,139,137,134,133,131,130,129,128,128,128,127,127,126,127,126,125,125,125,124,124,123,1013,1018,1025,1038,1066,1113,1159,1226,1305,1377,1432,1508,1546,1558,1565,1587,1574,1591,1624,1646,1623,1575,1507,1419,1317,1218,1124,1037,960,904,868,823,802,800,807,813,845,856,851,846,854,898,919,924,924,916,890,866,842,820,805,791,776,759,745,732,707,694,688,687,682,690,692,689,685,684,680,679,679,681,681,677,673,667,661,654,643,632,621,608,597,581,568,555,547,537,529,522,514,510,507,506,505,503,502,501,501,500,500,498,497
188,"Costa Rica",115,"CRI","CTR","Latin America and the Caribbean","Latin America and the Caribbean","Developing regions","","","Latin America","Latin America and the Caribbean","Latin America and the Caribbean","","Developing countries","","","Americas","Upper middle income","Latin America and the Caribbean","Middle income","Low and middle income","Latin America and the Caribbean","","Less developed regions","Excluding least developed countries","Excluding China","","","","","","","","","Non-fragile","Non-fragile","Non-fragile","","Americas","Latin America and the Caribbean","Central America",1,19554,17783,17034,17096,17836,19135,20918,22862,24811,26603,28068,28919,29363,29473,29384,29224,29037,28818,28554,28217,27810,27291,26722,26305,26294,26851,28107,29895,31942,33875,35408,36318,36845,37096,37266,37513,37911,38370,38842,39257,39561,39624,39579,39463,39323,39191,39089,39012,38864,38514,37887,37010,35853,34665,33778,33410,33765,34634,35712,36572,36910,36586,35755,34645,33607,32891,32643,32700,32926,33111,33105,32882,32487,31986,31491,31079,30808,30609,30455,30303,30119,29932,29719,29487,29252,29020,28829,28638,28449,28271,28105,27991,27889,27787,27675,27544,27430,27291,27138,26974,26808,66026,69677,70520,71248,72805,75195,75778,78713,82916,87426,91764,98236,102922,106176,108747,111223,113412,114757,115505,115663,115254,113906,112417,110970,110020,109861,108939,110331,113431,117247,121151,127880,132777,136337,139490,142931,146037,148892,151626,154062,156079,157144,158000,158587,158937,159030,158516,158037,157431,156371,154640,153532,151206,148108,145099,142801,139568,138369,138614,139142,139194,141637,141953,140744,139202,138161,136121,134967,134504,134072,133231,132805,131937,130686,129348,128109,126747,125558,124518,123496,122423,121620,120735,119788,118831,117906,117199,116432,115637,114837,114067,113459,112872,112303,111731,111138,110784,110332,109791,109204,108600
191,"Croatia",150,"HRV","CRO","Developed regions","Developed regions","Developed regions","","","","CEE/CIS","CEE/CIS","","","","","Europe","High income: nonOECD","","High income","","Europe","","More developed regions","More developed regions","","","","","","","","","","Non-fragile","Non-fragile","Non-fragile","","Europe","Southern Europe","",1,47589,42484,38933,36532,35042,34286,34144,34310,34641,35006,35280,35367,35208,34816,34229,33501,32536,31386,30278,29518,29312,29851,30950,32277,33362,33878,33582,32716,31572,30575,30033,30071,30530,31162,31601,31585,31090,30189,28979,27618,26251,25021,23745,22629,21924,21781,22404,23630,25000,25877,25847,24422,22081,19424,17325,16408,17021,18800,21122,23100,24111,23880,22724,21028,19381,18223,17699,17625,17844,18098,18202,18119,17916,17637,17356,17123,16957,16824,16710,16601,16483,16365,16239,16113,15996,15895,15823,15764,15712,15662,15612,15587,15559,15519,15458,15370,15264,15124,14966,14801,14642,144811,159460,163305,163494,162311,160747,153844,150477,149110,148045,145937,143737,141748,139577,137340,135040,133912,131460,128265,125315,123427,121310,121061,122218,123684,124779,128236,129327,128776,127951,127745,125676,125105,125552,125890,125362,125726,124742,122568,119657,116228,112147,107824,103458,99498,96347,92558,91292,91728,92341,92129,95102,93969,90099,86097,83774,78045,76708,78557,80918,81986,86276,87306,85847,83811,82506,79502,77680,76859,76179,75064,74058,73041,71919,70861,69957,69283,68589,67920,67281,66700,66339,65893,65415,64953,64534,64168,63843,63543,63247,62959,62765,62570,62370,62145,61881,61727,61433,61031,60575,60095
192,"Cuba",112,"CUB","CBA","Latin America and the Caribbean","Latin America and the Caribbean","Developing regions","","","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","","Developing countries","","","Americas","Upper middle income","Latin America and the Caribbean","Middle income","Low and middle income","Latin America and the Caribbean","","Less developed regions","Excluding least developed countries","Excluding China","","","","","","","","","Non-fragile","Non-fragile","Non-fragile","","Americas","Latin America and the Caribbean","Caribbean",1,78708,82032,88455,94436,97842,97630,93355,87223,81422,78841,82157,93571,110638,129264,144043,151270,147693,137085,122635,109260,100771,99468,103081,108747,112286,110797,102494,89580,75026,63181,57218,58712,65759,76020,86119,93588,97189,98405,97451,94873,91239,86438,80460,74295,69281,66350,66280,68365,71536,74224,75293,74281,71722,68219,64718,61932,60090,58871,58169,57782,57535,57414,57490,57564,57388,56790,55718,54196,52480,50939,49832,49295,49177,49303,49417,49325,49007,48493,47850,47181,46566,46075,45618,45190,44778,44372,44043,43721,43402,43074,42732,42445,42140,41815,41474,41131,40861,40572,40279,39987,39682,300012,304720,314688,327595,337028,340865,355648,357342,352144,349296,354992,348184,364366,396075,428617,452401,499569,517199,513081,502658,497010,469513,457851,457580,455994,444177,439327,419451,388491,357463,333841,295993,279213,278568,283903,288994,313170,327962,335368,339927,344766,352580,351360,344554,335782,327603,307419,297697,295031,293704,289758,291041,288063,281686,274832,269264,260978,254787,250519,247011,243339,238072,234945,233040,231339,229017,227565,224813,221141,217409,214096,208766,205419,203495,201938,199975,198536,196864,194915,192949,191096,189218,187426,185725,184027,182257,180417,178803,177322,175874,174351,172981,171680,170384,169062,167687,166443,165227,164063,162914,161690
196,"Cyprus",157,"CYP","CYP","Developed regions","Developed regions","Developed regions","","","","Industrialized countries","Industrialized countries","","Developing countries","","","Europe","High income: nonOECD","","High income","","Asia","","Less developed regions","Excluding least developed countries","Excluding China","","","","","","","","","","","","","Asia","Western Asia","",1,7392,6313,5668,5389,5426,5717,6252,6866,7464,7950,8240,8317,8161,7848,7484,7147,6738,6365,6041,5785,5609,5522,5529,5603,5708,5819,5928,6040,6153,6262,6368,6479,6580,6673,6754,6823,6784,6735,6691,6679,6716,6777,6889,7011,7086,7070,6943,6731,6471,6214,6001,5846,5732,5665,5646,5678,5799,5966,6150,6313,6421,6465,6455,6405,6336,6269,6218,6167,6120,6082,6060,6068,6092,6122,6143,6147,6135,6105,6061,6009,5956,5910,5860,5814,5777,5755,5756,5772,5797,5826,5856,5894,5931,5964,5992,6015,6038,6053,6062,6066,6069,24928,26403,26176,25698,25555,25904,25417,26004,27145,28220,28698,29246,29212,28595,27733,27001,26781,25959,24790,23612,22854,22736,22607,22638,22797,22906,22622,22561,22578,22594,22614,23201,23503,23625,23763,24173,25263,25877,26263,26639,27103,27040,27203,27479,27691,27769,28053,28016,27764,27437,27069,26196,25567,25114,24740,24356,23814,23656,23760,23975,24180,24698,25033,25232,25382,25521,25501,25498,25510,25506,25438,25116,24983,24963,24964,24904,24826,24752,24669,24578,24465,24289,24140,24011,23897,23778,23562,23463,23449,23474,23496,23515,23588,23701,23827,23944,24053,24171,24294,24411,24500
203,"Czech Republic",162,"CZE","CZE","Developed regions","Developed regions","Developed regions","","","","Industrialized countries","Industrialized countries","","","","","Europe","High income: OECD","","High income","","Europe","","More developed regions","More developed regions","","","","","","","","","","","","","","Europe","Eastern Europe","",1,89594,85171,82130,79697,77395,74969,72544,69987,67645,65953,65293,65849,67382,69294,70747,71189,70272,68268,66175,65401,66882,71112,77396,84469,90570,94413,95556,94644,91813,87429,81927,75260,67434,59807,54146,51627,53033,57593,63659,68887,71585,70961,67984,63259,57805,52480,47275,42140,37744,34915,34190,35971,39859,44968,50056,54199,56953,58756,59537,59303,58130,55971,52797,49338,46589,45253,45778,47757,50419,52697,53813,53483,52038,49897,47708,45963,44855,44154,43767,43520,43285,43093,42948,42897,43013,43340,43960,44755,45615,46395,46994,47413,47625,47667,47604,47490,47374,47183,46942,46682,46418,347266,354011,355254,354764,351720,344510,329939,317903,307257,297653,288644,277755,271707,268963,267279,265059,269623,269126,265724,263791,266626,267466,275905,289823,304668,317497,338332,350701,355997,356450,353442,346323,333283,316661,299917,285258,257805,245522,243620,244511,243144,254525,256348,250944,243047,235896,227102,215665,203478,192170,182906,166664,160889,162554,167447,172971,187411,198225,206196,212666,218183,224577,225626,223085,219368,216277,205516,201749,202589,204204,203818,207029,206744,203649,199891,196877,192693,189194,186460,183895,181127,178269,176102,174451,173358,172845,173020,173959,175475,177280,179207,182543,184967,186715,188131,189421,190310,190884,191199,191214,190843
204,"Benin",23,"BEN","BEN","Sub-Saharan Africa","Sub-Saharan Africa","Developing regions","West Africa","Least developed countries","","West and Central Africa","Sub-Saharan Africa","Africa","Developing countries","Least developed countries","","Africa","Low income","Sub-Saharan Africa","Low income","Low and middle income","Africa","Sub-Saharan Africa","Less developed regions","Least developed countries","Excluding China","OIC","Africa","OIC Low income","","Countdown","West Africa","Africa","Western Africa","Non-fragile","Non-fragile","Non-fragile","","Africa","Western Africa","",1,34930,35047,35437,36093,36992,38110,39066,40178,41406,42705,44031,45047,46100,47205,48390,49682,50806,52063,53447,54958,56590,58068,59692,61451,63326,65305,67121,69066,71131,73310,75596,77753,80050,82477,85016,87664,90110,92673,95414,98424,101743,104917,108421,112046,115522,118667,121610,124250,126796,129544,132694,135935,139567,143386,147108,150522,153461,156145,158641,161062,163505,166020,168563,171182,173934,176842,179846,183023,186262,189405,192340,194879,197236,199483,201729,204058,206445,208920,211427,213883,216224,218383,220447,222420,224314,226138,227881,229568,231197,232767,234278,235744,237167,238554,239917,241264,242644,244018,245359,246629,247802,130062,129576,129161,129154,130027,132092,135344,138196,140936,143988,147947,154114,158858,162855,166880,171707,177812,182917,187583,192373,197926,204760,210810,216564,222533,229261,237410,244715,251667,258810,266732,276222,284857,293144,301622,310887,321703,331499,340978,351058,362676,375758,388543,401199,413578,425709,440587,453030,463989,474942,487239,500057,512978,526137,539270,552340,567573,580619,592105,602914,613842,625767,636474,646495,656406,666837,678501,689708,700690,711595,722728,736343,747807,757845,767448,777534,788838,799044,808588,817782,827048,837939,847285,855562,863348,871245,880655,888552,895429,901813,908267,916188,922745,928402,933673,939097,946071,951902,956970,961669,966450
208,"Denmark",172,"DNK","DAN","Developed regions","Developed regions","Developed regions","","","","Industrialized countries","Industrialized countries","","","","","Europe","High income: OECD","","High income","","Europe","","More developed regions","More developed regions","","","","","","","","","","","","","","Europe","Northern Europe","",1,40323,36035,33295,31817,31377,31768,32875,34313,35899,37447,38784,39686,40208,40363,40209,39819,39152,38221,37171,36212,35484,35113,34993,34950,34732,34157,33203,31944,30498,29036,27700,26542,25508,24743,24420,24642,25494,26862,28531,30200,31639,32763,33646,34231,34474,34365,33842,32960,31919,31001,30409,30279,30460,30864,31349,31792,32180,32568,32794,32654,32027,30756,28988,27139,25781,25316,26021,27605,29649,31556,32889,33490,33524,33184,32786,32559,32608,32795,33049,33267,33374,33410,33352,33227,33079,32936,32858,32783,32700,32604,32496,32417,32317,32221,32151,32121,32165,32245,32351,32481,32633,165808,165005,160375,156060,152813,149698,141808,138714,138270,138835,139591,144119,147132,148955,150388,151987,154661,155376,154804,153647,152458,149352,147405,146159,144704,142372,140317,137305,133504,129343,125032,119827,115071,110859,107426,105006,102578,102436,104048,106641,109748,115698,120467,124327,127628,130610,133955,135400,135519,134996,134249,130698,128898,128298,128070,127616,127289,127372,127520,127368,126721,127520,125987,123073,120234,118272,112913,111555,113000,115214,116892,121651,124434,125727,126738,128270,129599,130890,132239,133350,134039,134355,134589,134677,134610,134338,133760,133292,132850,132358,131772,131323,130812,130292,129843,129479,129306,129240,129267,129371,129565
212,"Dominica",117,"DMA","DOM","Latin America and the Caribbean","Latin America and the Caribbean","Developing regions","","","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","","Developing countries","","","Americas","Upper middle income","Latin America and the Caribbean","Middle income","Low and middle income","Latin America and the Caribbean","","Less developed regions","Excluding least developed countries","Excluding China","","","","","","","","","Non-fragile","Non-fragile","Non-fragile","","Americas","Latin America and the Caribbean","Caribbean",1,1110,982,871,793,766,793,871,980,1091,1175,1203,1163,1065,944,849,816,871,987,1122,1225,1255,1198,1073,918,787,718,729,802,902,990,1031,1018,966,884,794,711,633,559,501,478,496,567,680,806,904,946,914,831,718,606,521,466,437,429,434,441,452,468,487,504,517,524,527,526,523,521,520,518,516,513,508,503,498,491,483,473,462,451,438,426,416,406,399,391,387,383,380,380,380,380,380,380,380,380,379,378,376,375,371,368,364,3595,3807,3792,3707,3667,3726,3570,3658,3899,4138,4249,4399,4385,4239,4082,4008,3791,3796,3957,4121,4189,4489,4527,4375,4194,4083,3718,3592,3637,3708,3706,3807,3811,3734,3620,3479,3228,2969,2711,2489,2356,2204,2238,2408,2599,2711,3012,3060,2918,2717,2580,2400,2253,2152,2068,1982,1887,1835,1809,1804,1810,1879,1919,1941,1958,1985,2021,2044,2060,2068,2072,2060,2049,2035,2013,1986,1949,1910,1869,1823,1777,1729,1685,1643,1606,1572,1548,1527,1508,1494,1484,1490,1490,1487,1485,1483,1490,1491,1488,1482,1474
214,"Dominican Republic",116,"DOM","DMR","Latin America and the Caribbean","Latin America and the Caribbean","Developing regions","","","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","","Developing countries","","","Americas","Upper middle income","Latin America and the Caribbean","Middle income","Low and middle income","Latin America and the Caribbean","","Less developed regions","Excluding least developed countries","Excluding China","","","","","","","","","Non-fragile","Non-fragile","Non-fragile","","Americas","Latin America and the Caribbean","Caribbean",1,51136,53746,56328,58822,61181,63367,65116,66799,68423,70010,71601,73094,74627,76132,77531,78760,79666,80434,81112,81769,82457,83148,83899,84673,85405,86063,86591,87050,87559,88275,89296,90810,92620,94498,96130,97297,97811,97867,97704,97672,98017,98968,100310,101714,102723,103028,102415,101128,99632,98575,98413,99512,101459,103780,105786,106983,107121,106481,105370,104257,103492,103295,103416,103684,103842,103699,103243,102515,101625,100729,99943,99374,98899,98476,98030,97504,96937,96294,95604,94901,94212,93602,92998,92383,91726,91006,90291,89514,88696,87864,87048,86336,85633,84926,84193,83421,82685,81908,81107,80308,79529,165641,176149,185783,194713,203470,212964,224947,234695,243069,250895,258937,267109,274347,280940,287000,292746,298986,303867,307757,311205,314753,318897,322314,325282,328016,330788,334705,337658,340064,342572,345733,349434,353861,358812,363714,368258,374934,379305,382032,384344,387204,389144,392130,395774,398941,400883,404266,404911,403634,402207,401898,399364,400172,403377,407005,409691,415289,418039,418588,418473,418752,417456,417052,417289,417295,416469,415592,414149,412140,409880,407535,404534,401981,399713,397434,394941,392684,390304,387788,385226,382671,380199,377766,375333,372809,370121,367591,364913,362083,359142,356102,352968,349992,347089,344130,341014,338021,335014,331962,328883,325769
218,"Ecuador",118,"ECU","ECU","Latin America and the Caribbean","Latin America and the Caribbean","Developing regions","","","Latin America","Latin America and the Caribbean","Latin America and the Caribbean","","Developing countries","","","Americas","Upper middle income","Latin America and the Caribbean","Middle income","Low and middle income","Latin America and the Caribbean","","Less developed regions","Excluding least developed countries","Excluding China","","","","","","","","","Non-fragile","Non-fragile","Non-fragile","","Americas","Latin America and the Caribbean","South America",1,57062,66529,73590,78615,81867,83547,83321,82631,81875,81543,82160,84111,87256,91174,95232,98925,101846,104454,106782,108910,110907,112557,114102,115545,116912,118234,119371,120522,121743,123111,124676,126361,128229,130260,132411,134632,136828,139089,141251,143111,144533,145327,145688,145805,145959,146356,147338,148596,149854,150720,150938,150436,149307,148052,147356,147689,149286,151860,154873,157547,159315,159902,159615,158774,157875,157292,157245,157482,157854,158135,158161,157959,157526,156948,156346,155812,155470,155176,154893,154559,154131,153693,153163,152561,151934,151309,150832,150344,149831,149264,148621,148033,147364,146634,145869,145103,144505,143890,143242,142545,141780,210942,215174,227979,241745,254200,265802,285722,297043,303573,309072,316205,319789,326107,334864,344373,353636,365510,375914,385125,394070,403586,415399,424755,432519,439551,446726,454447,460845,466484,471940,477782,483973,490118,496397,503039,510377,519502,528043,536178,543942,551464,560672,567296,572052,575976,579838,582433,585787,589493,592475,594020,596964,597348,596063,594979,595419,593721,595740,600435,605714,610219,618861,623826,626041,627386,629207,629813,630777,632051,632932,632965,632847,632204,631018,629542,627916,626134,624445,622788,621014,619044,617824,616125,614049,611797,609538,607817,605878,603779,601507,599061,597256,595059,592522,589771,586913,584496,581936,579250,576402,573371
222,"El Salvador",119,"SLV","ESL","Latin America and the Caribbean","Latin America and the Caribbean","Developing regions","","","Latin America","Latin America and the Caribbean","Latin America and the Caribbean","","Developing countries","","","Americas","Lower middle income","Latin America and the Caribbean","Middle income","Low and middle income","Latin America and the Caribbean","","Less developed regions","Excluding least developed countries","Excluding China","","","","","","","","","Non-fragile","Non-fragile","Non-fragile","","Americas","Latin America and the Caribbean","Central America",1,39508,42055,44417,46546,48397,49954,50888,51735,52598,53608,54900,56378,58182,60138,62000,63590,64665,65496,66213,67005,68008,69248,70671,72159,73551,74714,75720,76532,77087,77320,77218,76833,76146,75333,74629,74204,74061,74176,74496,74926,75369,75673,75977,76133,75964,75351,74310,72865,71081,69073,66953,64674,62303,60029,58094,56657,55820,55497,55468,55412,55091,54272,53182,52008,51027,50429,50275,50481,50831,51023,50844,50155,49110,47858,46622,45569,44760,44127,43605,43099,42536,41898,41216,40510,39816,39156,38559,37989,37446,36928,36434,35987,35561,35152,34755,34370,34024,33682,33337,32978,32601,141282,144582,149684,155322,161126,167314,175944,182271,187327,192263,198049,203734,209474,215373,221158,226817,234256,239761,243951,247846,252340,257416,262243,266941,271420,275769,281694,286387,290024,292759,294726,296973,297606,297077,296069,295124,292418,290915,290332,290277,290565,291462,292551,293618,294333,294396,295011,293863,291289,287655,283168,276702,269810,262673,255539,248487,239124,232253,227126,222706,218371,216625,213515,209568,205934,203519,201601,200397,199832,199319,198555,199163,198177,196027,193474,191042,187450,184393,181739,179091,176184,173222,170282,167308,164373,161529,158959,156380,153831,151355,149012,147074,145124,143190,141314,139545,138135,136675,135188,133695,132221
226,"Equatorial Guinea",29,"GNQ","EQG","Sub-Saharan Africa","Sub-Saharan Africa","Developing regions","Central Africa","Least developed countries","","West and Central Africa","Sub-Saharan Africa","Africa","Developing countries","Least developed countries","","Africa","High income: nonOECD","","High income","","Africa","Sub-Saharan Africa","Less developed regions","Least developed countries","Excluding China","","","","","Countdown","Central Africa","Africa","Central Africa","Non-fragile","Non-fragile","Non-fragile","","Africa","Middle Africa","",1,3358,3789,4052,4193,4253,4256,4190,4129,4080,4052,4054,4083,4151,4258,4399,4566,4749,4963,5136,5181,5044,4887,4576,4181,3791,3480,3115,2840,2704,2772,3100,3507,4163,4961,5742,6372,6933,7339,7609,7789,7924,7991,8016,8028,8067,8168,8343,8583,8867,9157,9423,9623,9801,9978,10183,10434,10746,11102,11478,11847,12187,12465,12716,12948,13175,13409,13655,13909,14159,14393,14604,14786,14947,15093,15232,15373,15519,15669,15818,15970,16123,16277,16433,16587,16739,16888,17036,17178,17318,17452,17581,17710,17835,17954,18065,18168,18267,18358,18441,18517,18585,11925,12220,12723,13125,13395,13641,14352,14656,14754,14818,14967,15057,15144,15278,15491,15825,16380,16955,17452,17671,17459,17924,17613,16746,15714,14870,13769,12695,11839,11446,11750,11732,12589,14127,15935,17655,20288,22355,23947,25314,26687,28237,29355,30189,30887,31577,31848,32342,33010,33732,34430,35308,36061,36737,37455,38313,39340,40404,41527,42688,43897,45417,46717,47867,48969,50112,51290,52395,53448,54448,55398,56399,57267,58034,58745,59439,60126,60766,61376,61967,62555,63205,63814,64399,64977,65565,66258,66886,67473,68041,68613,69238,69811,70347,70856,71348,71854,72316,72739,73129,73492
231,"Ethiopia",5,"ETH","ETH","Sub-Saharan Africa","Sub-Saharan Africa","Developing regions","Eastern Africa","Least developed countries","","Eastern and Southern Africa","Sub-Saharan Africa","Africa","Developing countries","Least developed countries","","Africa","Low income","Sub-Saharan Africa","Low income","Low and middle income","Africa","Sub-Saharan Africa","Less developed regions","Least developed countries","Excluding China","","","","","Countdown","Eastern Africa","Africa","Eastern Africa","Non-fragile","Non-fragile","Non-fragile","USAID","Africa","Eastern Africa","",1,373927,368489,368678,372544,378912,387056,394186,402643,412579,424262,437878,450692,465341,480875,496129,510353,520108,528954,538533,551141,568254,589640,615672,643017,667181,685197,699747,708972,716429,726936,743855,756079,775065,799326,826648,855328,880432,907468,936272,966957,999627,1028151,1058161,1089823,1123242,1158048,1198501,1240336,1280364,1314709,1340712,1353133,1358641,1359350,1358749,1359868,1361629,1365623,1372593,1383155,1397467,1414743,1435760,1458815,1481428,1501657,1516984,1529956,1541021,1551108,1560994,1570458,1579708,1588489,1596517,1603597,1609843,1615300,1619822,1623227,1625408,1626356,1626153,1625236,1624177,1623388,1623460,1623832,1624251,1624317,1623734,1622874,1621381,1619352,1616936,1614235,1611921,1609277,1606210,1602613,1598410,1269869,1308070,1324199,1333933,1344988,1363127,1390191,1412759,1434041,1458998,1493871,1547357,1594028,1638088,1683094,1733343,1803363,1854683,1895900,1939351,1996271,2062052,2133295,2208163,2277223,2332318,2401607,2449640,2484123,2522758,2584831,2663594,2735302,2808665,2889601,2985132,3099829,3202943,3303253,3408283,3523710,3657509,3773946,3878172,3980389,4094144,4252556,4396729,4531911,4660189,4787230,4961311,5080822,5162021,5225809,5289284,5331256,5366020,5398533,5430946,5466131,5493390,5533752,5584006,5639812,5699383,5789815,5860852,5918656,5972842,6031794,6101328,6158600,6207941,6251922,6293296,6333527,6367338,6395698,6419071,6438160,6456931,6468588,6474646,6477428,6478902,6479992,6479754,6478407,6475679,6471772,6474023,6471437,6465196,6457120,6448945,6446549,6439797,6429779,6417459,6403989
232,"Eritrea",4,"ERI","ETHB","Sub-Saharan Africa","Sub-Saharan Africa","Developing regions","Eastern Africa","Least developed countries","","Eastern and Southern Africa","Sub-Saharan Africa","Africa","Developing countries","Least developed countries","","Africa","Low income","Sub-Saharan Africa","Low income","Low and middle income","Africa","Sub-Saharan Africa","Less developed regions","Least developed countries","Excluding China","","","","","Countdown","Eastern Africa","Africa","Eastern Africa","Fragile","Fragile","Fragile","","Africa","Eastern Africa","",1,23625,22161,21300,20995,21224,21954,23115,24505,25986,27394,28566,29212,29585,29825,30141,30692,31501,32541,33734,34965,36148,37151,38135,39116,40132,41208,42274,43392,44596,45933,47426,48998,50655,52359,54063,55700,57399,59078,60361,60774,60067,59125,57222,54966,53158,52366,51671,51976,53235,55331,58122,61061,64641,68424,71834,74440,76798,78360,79234,79649,79813,79659,79281,78893,78764,79084,79748,80885,82281,83612,84639,85168,85413,85526,85732,86191,86976,87993,89175,90418,91639,92817,93971,95081,96131,97111,98030,98867,99600,100209,100686,101064,101317,101466,101543,101576,101635,101657,101665,101684,101731,81075,84246,84706,84579,84842,85794,85505,86932,89391,92191,94978,99860,103177,105425,107569,110416,113641,116865,120275,123816,127557,132219,136316,140088,143868,147963,152656,156958,161130,165495,170375,175882,181296,186727,192333,198319,206327,213543,219504,223229,224118,228603,228132,224520,220637,218824,212787,209770,209625,211868,216232,220942,228230,237214,246627,255564,270404,281345,289286,295682,301801,307837,311857,314618,316893,319272,318328,319432,321937,324730,327000,330416,332694,334147,335597,337674,340053,342773,345900,349293,352934,357606,362025,366259,370455,374754,379752,384126,388006,391482,394652,397832,400352,402317,403831,404961,405656,406177,406523,406702,406725
